fact_key,order_id,order_item_id,customer_key,product_key,date_key,geo_key,order_status,price,freight_value,total_payment_value,avg_review_score,is_canceled
110846,fbdb43f2551a3acd3d9ac5e2ddf92080,1,8756,10631,959,1830,delivered,27.99,12.86,122.55,5.0000000000000000,f
110847,fbdb43f2551a3acd3d9ac5e2ddf92080,2,8756,10631,959,1830,delivered,27.99,12.86,122.55,5.0000000000000000,f
110848,fbdb43f2551a3acd3d9ac5e2ddf92080,3,8756,10631,959,1830,delivered,27.99,12.86,122.55,5.0000000000000000,f
110849,fbdb804cd5fd11e97287cd4cc842f7c4,1,77337,2918,947,9857,delivered,27.90,18.30,46.20,1.00000000000000000000,f
110850,fbdc60f79bd8d24e2c9187d3404440e3,1,44703,12543,890,7389,delivered,77.00,23.12,100.12,3.0000000000000000,f
110851,fbdda663869065b1521bf7be56191f6f,1,12565,3983,762,2612,delivered,39.90,11.85,51.75,3.0000000000000000,f
110852,fbdefc6748a086900f96b1713c6bb1ea,1,64546,4662,773,12953,delivered,99.90,29.10,387.00,1.00000000000000000000,f
110853,fbdefc6748a086900f96b1713c6bb1ea,2,64546,4662,773,12953,delivered,99.90,29.10,387.00,1.00000000000000000000,f
110854,fbdefc6748a086900f96b1713c6bb1ea,3,64546,4662,773,12953,delivered,99.90,29.10,387.00,1.00000000000000000000,f
110855,fbdf13b5cfcd66dc81e7fc629df1877e,1,2573,2101,789,10847,delivered,95.20,18.24,113.44,4.0000000000000000,f
110856,fbe00a3fcc28965ba29bbe674f7672e6,1,16059,10427,603,4056,delivered,6.35,7.78,14.13,4.0000000000000000,f
110857,fbe0baec4dd1bdab2071fa89f4921473,1,85213,8786,784,4380,delivered,47.91,7.78,111.38,5.0000000000000000,f
110858,fbe0baec4dd1bdab2071fa89f4921473,2,85213,8786,784,4380,delivered,47.91,7.78,111.38,5.0000000000000000,f
110859,fbe0c9de23b755ebf9b74e6954f927a8,1,25078,31294,629,1189,delivered,89.90,13.65,103.55,4.0000000000000000,f
110860,fbe14dbea1cdcc16f5709ee80b0fab7a,1,43413,9837,436,6649,delivered,37.99,14.11,52.10,5.0000000000000000,f
110861,fbe1661023a94e53d4ec2c938e38c8f2,1,62477,21969,487,8914,delivered,13.98,14.52,28.50,4.0000000000000000,f
110862,fbe1b2aeb4cba6d2bc309c735a062549,1,84048,9788,940,3773,delivered,119.90,17.03,136.93,5.0000000000000000,f
110863,fbe3a31675cc6b48eff1c765ae6bfb06,1,86646,27427,718,7902,delivered,149.99,16.81,166.80,5.0000000000000000,f
110864,fbe404cf18f22d782369d500d1a75671,1,83741,412,851,6553,delivered,37.99,15.23,53.22,5.0000000000000000,f
110865,fbe41a4974e4a492e085d90e5be0b3e3,1,4243,20650,732,4589,delivered,43.20,11.85,55.05,5.0000000000000000,f
110866,fbe61ad65fab58d509a6785653636a57,1,65160,31754,547,4861,delivered,65.99,27.00,92.99,2.0000000000000000,f
110867,fbe75f28a6f44dc3638fa204bae1c08e,1,66596,26853,655,431,delivered,64.99,8.72,73.71,5.0000000000000000,f
110868,fbe768ef510412dd02e7f6a28504ec7f,1,63596,4077,726,3525,delivered,159.90,19.42,179.32,5.0000000000000000,f
110869,fbe94831a781d534fefb49c93499dd91,1,78485,3844,782,8090,delivered,49.99,14.10,64.09,5.0000000000000000,f
110870,fbea1a61473aa3cc30e0a617aa72b70c,1,56492,1805,901,3369,delivered,27.49,7.45,34.94,5.0000000000000000,f
110871,fbea6a49d91331a6874627ab4aca845f,1,84412,25490,592,3898,delivered,39.90,8.72,48.62,5.0000000000000000,f
110872,fbeb9a1d7b4452fcc36651a7c0b42400,1,33899,6235,865,5302,delivered,34.99,12.79,47.78,5.0000000000000000,f
110873,fbecebecbe32df9dc3411b1e35b5484c,1,51226,21371,445,6629,delivered,22.00,14.52,36.52,3.0000000000000000,f
110874,fbed5025efea6c9b776e3826c055ad9e,1,88834,5693,791,18071,delivered,89.99,15.39,105.38,1.00000000000000000000,f
110875,fbee1784fcce86e1c120a0b525750e57,1,41811,17092,674,919,delivered,25.00,15.79,40.79,5.0000000000000000,f
110876,fbee188f61534261ec8009aca20859f9,1,93723,15216,945,1665,delivered,45.97,13.90,59.87,5.0000000000000000,f
110877,fbee294aaa443bcc44ac905226fe4563,1,69476,6126,545,9314,delivered,74.90,13.54,88.44,4.0000000000000000,f
110878,fbee5a46914dbe7cb94572cb5557dd4e,1,93988,1234,964,4595,delivered,67.00,9.22,76.22,5.0000000000000000,f
110879,fbee7d34e8344a4c1775259e98e9a2a3,1,69495,8998,900,12545,delivered,399.00,63.07,462.07,5.0000000000000000,f
110880,fbee80ef6891c144af8ff9dc788aaa89,1,31476,17715,378,12633,delivered,33.90,24.84,58.74,1.00000000000000000000,f
110881,fbefd1a1d596025d72cd7cbf21c4f804,1,73395,16015,790,6588,delivered,30.21,15.10,45.31,1.00000000000000000000,f
110882,fbefd252743521f142346bb5fa7a422e,1,48816,21600,891,5483,delivered,119.90,23.42,143.32,4.0000000000000000,f
110883,fbf096edf8034d915770443bb21bfad4,1,91413,4782,473,18274,delivered,139.90,21.61,161.51,5.0000000000000000,f
110884,fbf0dfaa84a26a3cbddf314c3362316c,1,5206,26751,695,2826,delivered,19.00,14.10,33.10,3.0000000000000000,f
110885,fbf16cb7728cac175e1222c7d73734c6,1,73171,25988,944,9907,delivered,59.99,18.52,78.51,4.0000000000000000,f
110886,fbf2e87d7c7542aa36e1d91e5b462c60,1,80181,25701,946,3408,delivered,119.90,18.94,138.84,5.0000000000000000,f
110887,fbf352b18a26c6a86a53cca922facd25,1,75727,20440,759,4800,delivered,54.90,20.87,160.80,1.00000000000000000000,f
110888,fbf352b18a26c6a86a53cca922facd25,2,75727,20440,759,4800,delivered,54.90,20.87,160.80,1.00000000000000000000,f
110889,fbf3da6fe82010412982890b0c57e532,1,71217,32951,867,15544,delivered,249.99,53.88,303.87,4.0000000000000000,f
110890,fbf5670723916ebf3bd62b1e33ed3ea6,1,70136,14346,930,13349,delivered,249.99,52.47,302.46,5.0000000000000000,f
110891,fbf5bc2dbcebfcaf6cd32cf61a87e28c,1,77145,26910,789,7099,delivered,117.50,12.28,129.78,5.0000000000000000,f
110892,fbf6a5df377654baa14f40156140e563,1,42377,19612,802,4860,delivered,53.00,13.73,333.65,5.0000000000000000,f
110893,fbf6a5df377654baa14f40156140e563,2,42377,19612,802,4860,delivered,53.00,13.73,333.65,5.0000000000000000,f
110894,fbf6a5df377654baa14f40156140e563,3,42377,19612,802,4860,delivered,53.00,13.73,333.65,5.0000000000000000,f
110895,fbf6a5df377654baa14f40156140e563,4,42377,19612,802,4860,delivered,53.00,13.73,333.65,5.0000000000000000,f
110896,fbf6a5df377654baa14f40156140e563,5,42377,19612,802,4860,delivered,53.00,13.73,333.65,5.0000000000000000,f
110897,fbf721837a9b13e4cb71778b5326a00b,1,77133,30139,866,17537,delivered,163.90,27.23,191.13,5.0000000000000000,f
110898,fbf7da560930fa17715f1fa8e0b4ac81,1,22991,23570,937,4267,delivered,26.40,13.77,40.17,5.0000000000000000,f
110899,fbf96285c7d996a4ddcc48002f857af1,1,42250,4438,570,5693,delivered,69.99,19.07,133.83,5.0000000000000000,f
110900,fbf96285c7d996a4ddcc48002f857af1,2,42250,14791,570,5693,delivered,40.00,4.77,133.83,5.0000000000000000,f
110901,fbf9ac61453ac646ce8ad9783d7d0af6,1,60990,16004,782,6526,delivered,109.90,15.53,125.43,2.0000000000000000,f
110902,fbf9b050c89a7d7447452338455c8c0b,1,91954,18654,704,17945,delivered,119.90,27.69,147.59,5.0000000000000000,f
110903,fbfa10bf164dfe834823b4a02cd0ae1c,1,33831,27040,722,9917,delivered,149.99,23.85,173.84,5.0000000000000000,f
110904,fbfad390c633c114671b200fa2979b7b,1,37916,10386,884,7212,delivered,99.90,23.28,123.18,4.0000000000000000,f
110905,fbfb14bfcbaabcc1473524656c76a4cb,1,38205,12361,952,6356,delivered,59.99,15.52,75.51,5.0000000000000000,f
110906,fbfb6fccd8f50100dfb9a416960ad0f5,1,45474,22321,578,13612,delivered,44.90,37.90,82.80,5.0000000000000000,f
110907,fbfba2ffdcf0d5f4e4eeebc83a18b0d3,1,41401,15579,808,5371,delivered,250.00,37.77,287.77,5.0000000000000000,f
110908,fbfc92ca2e01f432089ae7797b9b2224,1,27074,30373,809,5533,delivered,399.00,77.65,476.65,5.0000000000000000,f
110909,fbfc97df1457d7d38a31cb4ffd994f6f,1,31994,7921,489,241,delivered,141.50,11.60,153.10,4.0000000000000000,f
110910,fbfd9608b0061e4cc1412e28450a83e8,1,6781,27455,960,7838,delivered,164.89,20.06,184.95,5.0000000000000000,f
110911,fbfec5593964c86891112d4bd2492c14,1,92144,24063,684,4846,delivered,118.90,14.56,133.46,1.00000000000000000000,f
110912,fbff49f23160970478cfc548cf7acde6,1,65909,29619,851,7459,delivered,199.90,27.48,227.38,5.0000000000000000,f
110913,fbff57de1609c0c4544325e9dd5559ba,1,28492,21758,654,2115,delivered,49.50,15.98,65.48,5.0000000000000000,f
110914,fbff77db5421bb7e1da292db45d07e75,1,41725,13083,440,4055,delivered,45.00,10.96,55.96,5.0000000000000000,f
110915,fbffb0b287b62d10b5a1c24a29ae16ea,1,6961,30990,635,5101,delivered,128.80,58.90,187.70,3.0000000000000000,f
110916,fbffbaaa30f4077e87ec6acdb835b278,1,94335,1371,577,4998,delivered,19.90,6.95,129.68,4.0000000000000000,f
110917,fbffbaaa30f4077e87ec6acdb835b278,2,94335,28188,577,4998,delivered,85.00,17.83,129.68,4.0000000000000000,f
110918,fc00556d8a4cf362add9deb2574aae92,1,87684,19770,830,6595,delivered,443.00,18.99,461.99,5.0000000000000000,f
110919,fc00f81a771664dd85e2ed1bf9e0db82,1,23310,26207,839,3533,delivered,45.00,18.23,63.23,5.0000000000000000,f
110920,fc01b3ae390d2a2ed60bc4a3d68b577f,1,61759,495,553,10185,delivered,159.98,55.56,215.54,4.0000000000000000,f
110921,fc024e7a7e5a5ac73800730c0b388063,1,30179,4588,555,14625,delivered,99.90,18.27,118.17,5.0000000000000000,f
110922,fc03cdcda715afc2628625ea2cdaffdf,1,83849,22148,608,15836,delivered,16.90,16.79,33.69,2.0000000000000000,f
110923,fc046d7776171871436844218f817d7d,1,29613,9122,782,6650,delivered,145.00,15.76,160.76,5.0000000000000000,f
110924,fc04841c5f8cf27654d943a830d4d406,1,33735,4834,886,8965,delivered,89.90,23.21,113.11,5.0000000000000000,f
110925,fc0505833ea55953cb885d6694daa689,1,89661,8724,624,8241,delivered,139.00,27.51,166.51,5.0000000000000000,f
110926,fc0524567b35a9521c99ccff83821799,1,51737,20293,827,6395,delivered,215.00,22.59,237.59,4.0000000000000000,f
110927,fc06766875a10376c5a1f0b4c0320dac,1,57697,23452,520,530,delivered,95.00,13.69,108.69,1.00000000000000000000,f
110928,fc0933f59ece039ad7fd014c0464b77e,1,55753,29146,518,10699,delivered,112.00,17.22,258.44,5.0000000000000000,f
110929,fc0933f59ece039ad7fd014c0464b77e,2,55753,29146,518,10699,delivered,112.00,17.22,258.44,5.0000000000000000,f
110930,fc0973ba8c96e67e0cfb458c1bac3a6a,1,74516,10913,406,16585,delivered,24.99,14.52,39.51,5.0000000000000000,f
110931,fc0ab8cdbc2f9a64c50264d217e47114,1,73720,21853,495,9458,delivered,57.99,17.66,75.65,5.0000000000000000,f
110932,fc0b3be9d66d6db8d306c15407ece0d7,1,6566,18910,898,12155,delivered,1299.65,59.82,1359.47,5.0000000000000000,f
110933,fc0b65a691066447aa542589d2b3566d,1,56362,9657,741,13365,delivered,12.98,34.15,47.13,5.0000000000000000,f
110934,fc0c50f90120412d596dbda411f6fbe4,1,321,16903,840,17897,delivered,18.90,18.23,37.13,5.0000000000000000,f
110935,fc0cb35623426de0611d0d45c4ba4f04,1,67620,3153,863,5156,delivered,64.80,12.89,77.69,2.0000000000000000,f
110936,fc0cf3fd5d9e2c6647933462acbb3f6f,1,83747,14294,508,6304,delivered,139.90,12.48,152.38,5.0000000000000000,f
110937,fc0d78109239dcb41dc110f375f1b397,1,66363,26359,752,305,delivered,89.00,14.37,103.37,4.0000000000000000,f
110938,fc0da037889e24475a640dc6ef3c32d0,1,41903,8566,848,3750,delivered,116.90,13.26,130.16,4.0000000000000000,f
110939,fc0e0898cfd3461507bc68aea61e36d8,1,46912,7814,729,1357,delivered,89.90,16.35,106.25,5.0000000000000000,f
110940,fc0e7c52306f65220d5eca076e70c610,1,27169,25162,433,17749,delivered,21.35,17.78,78.26,4.0000000000000000,f
110941,fc0e7c52306f65220d5eca076e70c610,2,27169,25162,433,17749,delivered,21.35,17.78,78.26,4.0000000000000000,f
110942,fc0f0f4e61bb2970fd68bb32452f991e,1,77030,16681,896,3511,delivered,78.00,15.85,93.85,4.0000000000000000,f
110943,fc0f2134e9a7cffb77d02c4754c264e8,1,21234,28096,672,14951,delivered,78.90,17.94,193.67,5.0000000000000000,f
110944,fc0f2134e9a7cffb77d02c4754c264e8,2,21234,28096,672,14951,delivered,78.90,17.94,193.67,5.0000000000000000,f
110945,fc104774e9921bae682e646267066b82,1,46365,9888,690,17298,delivered,84.99,15.35,100.34,4.0000000000000000,f
110946,fc1095da158f0fc66f917a4f7a257183,1,18883,24953,819,4623,shipped,33.00,13.71,46.71,2.0000000000000000,f
110947,fc10c2bcfb34da9f78f483c17714eef0,1,24779,9624,745,1482,delivered,86.99,11.81,98.80,4.0000000000000000,f
110948,fc10f44eba425f75f88abffef84186e8,1,22464,30532,748,5388,delivered,109.00,12.26,121.26,1.00000000000000000000,f
110949,fc118fb67a906addaa99d4d64598038b,1,31254,8761,812,8914,delivered,54.99,12.44,67.43,5.0000000000000000,f
110950,fc124eec9edbb799119308d21bfaea54,1,63503,15744,747,6814,delivered,385.00,23.18,816.36,5.0000000000000000,f
110951,fc124eec9edbb799119308d21bfaea54,2,63503,15744,747,6814,delivered,385.00,23.18,816.36,5.0000000000000000,f
110952,fc12a57ca0e1e2e7dd16b215f473c70a,1,88158,19743,550,4266,delivered,89.90,12.13,102.03,5.0000000000000000,f
110953,fc133aaee8b52f75e07158ff2b65a5d5,1,63425,7365,768,8304,delivered,49.90,17.60,67.50,3.0000000000000000,f
110954,fc14039d9862e0c47917cbb337d06b64,1,73317,26438,770,14433,delivered,99.99,29.10,129.09,1.00000000000000000000,f
110955,fc15e290afaa09174a26e6ee704a9219,1,94047,9269,788,17714,delivered,55.90,16.83,72.73,5.0000000000000000,f
110956,fc174f22ce400b79551344335ef7d9d9,1,47144,31232,947,18271,delivered,795.00,89.34,884.34,5.0000000000000000,f
110957,fc187810529ecab8ec6fbf1b4b1d27ae,1,8008,3388,754,7128,delivered,599.90,19.96,619.86,5.0000000000000000,f
110958,fc18f2b39a405a27ba3597b24a5828b0,1,76483,25203,794,5319,delivered,18.90,8.27,27.17,5.0000000000000000,f
110959,fc1ab24eec2f8d6df1c9afb1e55e84c3,1,92497,2494,526,6698,delivered,110.00,20.01,130.01,3.0000000000000000,f
110960,fc1b451bcd04f122c92cae4e31a12eae,1,64734,15510,694,6466,delivered,140.00,22.85,162.85,1.00000000000000000000,f
110961,fc1b9b5cbc32d283b6b7a023d0017d10,1,45061,12352,608,4585,delivered,610.00,37.54,647.54,4.0000000000000000,f
110962,fc1be7f6cfb7b99bdf73f54a357bf4b7,1,19362,15075,940,3445,delivered,55.00,13.97,68.97,5.0000000000000000,f
110963,fc1d26c4d0639d4e8f684b618b355146,1,4263,7188,521,1674,delivered,219.99,19.46,239.45,5.0000000000000000,f
110964,fc1d4a8adb62b480c591455600955b2f,1,88386,13310,849,18189,delivered,63.72,26.53,90.25,5.0000000000000000,f
110965,fc1d9429da446a147d438d41350a2932,1,84835,23001,662,8886,delivered,239.00,14.69,253.69,4.0000000000000000,f
110966,fc1f487d0efab2d3865ea6a570eaa9e7,1,83293,26993,699,17505,delivered,115.00,21.30,136.30,3.0000000000000000,f
110967,fc2010beb548588d1543ca8adaa132ba,1,2652,28789,665,9858,delivered,669.99,20.45,690.44,5.0000000000000000,f
110968,fc20ac5baf4bb79d4af12aac8c0f52c1,1,83977,16045,522,6587,delivered,115.00,16.57,131.57,5.0000000000000000,f
110969,fc228341a432574ff5641358fba213c9,1,80237,27223,933,1009,delivered,14.99,8.29,23.28,3.0000000000000000,f
110970,fc22b5be95b78b75981e0941fde2d34c,1,53863,7317,562,4959,delivered,139.90,15.73,155.63,5.0000000000000000,f
110971,fc23d0b3d8b6e49fc4e6d021d7f9073b,1,65923,1596,876,4126,delivered,55.90,9.44,65.34,5.0000000000000000,f
110972,fc23e88553b5a1dbbbc124972cc4534b,1,54214,16051,959,1258,delivered,48.90,9.09,57.99,5.0000000000000000,f
110973,fc24613395700f29adf22b2383c12bb0,1,38621,24136,576,6658,delivered,56.99,14.15,71.14,1.00000000000000000000,f
110974,fc24b77521e400e8290a902026efcc85,1,10542,2125,579,5471,delivered,80.52,17.81,196.66,4.0000000000000000,f
110975,fc24b77521e400e8290a902026efcc85,2,10542,2125,579,5471,delivered,80.52,17.81,196.66,4.0000000000000000,f
110976,fc24f286ad7ece4fc7817a96eceaf896,1,77703,11529,558,9558,delivered,179.00,16.00,195.00,4.0000000000000000,f
110977,fc273d6a4897ae00a76e8265d134098e,1,73036,17554,649,4831,delivered,84.99,9.41,94.40,5.0000000000000000,f
110978,fc2893781987c8064e5db53f1ce4ec3f,1,53667,23116,828,6019,delivered,15.00,8.29,23.29,5.0000000000000000,f
110979,fc28aed78cb8bcd22a7dbd82cb778946,1,76368,4524,379,17661,delivered,498.99,18.60,517.59,5.0000000000000000,f
110980,fc297415452e5dc0d06afcd16e864ca8,1,58116,27616,669,9417,delivered,94.00,21.15,115.15,5.0000000000000000,f
110981,fc2a4d7b806b8d5572a052da4a5a6bed,1,57267,15987,535,4036,delivered,109.90,13.32,246.44,4.0000000000000000,f
110982,fc2a4d7b806b8d5572a052da4a5a6bed,2,57267,15987,535,4036,delivered,109.90,13.32,246.44,4.0000000000000000,f
110983,fc2b5bbce8051cf99e0c56ec17d8d9bb,1,64330,32638,795,5174,delivered,23.00,12.79,35.79,1.00000000000000000000,f
110984,fc2b731f9c539d7f27f5e598f9c14e59,1,60137,9869,655,14639,delivered,819.00,20.49,839.49,5.0000000000000000,f
110985,fc2c12b292a51acfbf420522f25dc2be,1,68522,16341,862,18325,delivered,34.00,19.32,53.32,5.0000000000000000,f
110986,fc2d0ca5fbd67451a5f6afcac20b4805,1,75104,12445,486,6279,delivered,129.99,13.49,143.48,5.0000000000000000,f
110987,fc2d5b034ddb41db6c5a2eced97202b0,1,89482,4665,410,5979,delivered,20.00,10.96,30.96,5.0000000000000000,f
110988,fc2dd41f06d775c7fd26ecf8a529ae0a,1,62539,28056,872,18174,delivered,58.00,18.29,152.58,5.0000000000000000,f
110989,fc2dd41f06d775c7fd26ecf8a529ae0a,2,62539,28056,872,18174,delivered,58.00,18.29,152.58,5.0000000000000000,f
110990,fc2e6761bfacdd06ef4b5e8c8d9ae9ec,1,82098,26898,510,4830,delivered,152.90,29.86,182.76,5.0000000000000000,f
110991,fc2f2ef49d2a1e5465fe133f1c240324,1,41719,7688,665,11147,delivered,229.00,61.42,290.42,5.0000000000000000,f
110992,fc2f758d05227510a9f46e37a1e0095e,1,10232,20560,856,4090,delivered,449.90,85.47,535.37,3.0000000000000000,f
110993,fc2f86d56413e4c2e64ffd50117f6a6b,1,85318,16216,811,1181,delivered,158.00,9.46,167.46,5.0000000000000000,f
110994,fc2fce216ba47a84e54367275351c67a,1,70418,9722,740,5123,delivered,289.00,46.48,1006.44,5.0000000000000000,f
110995,fc2fce216ba47a84e54367275351c67a,2,70418,9722,740,5123,delivered,289.00,46.48,1006.44,5.0000000000000000,f
110996,fc2fce216ba47a84e54367275351c67a,3,70418,9722,740,5123,delivered,289.00,46.48,1006.44,5.0000000000000000,f
110997,fc302964719b32d2f8512770e87ff7fd,1,14942,15720,742,9726,delivered,89.00,17.87,106.87,5.0000000000000000,f
110998,fc303e9e3e6717098dbf0a3484304832,1,85091,15178,792,8751,delivered,22.99,17.60,40.59,1.00000000000000000000,f
110999,fc3078fa5d882e59237a658341f57738,1,72864,28736,427,1913,processing,99.00,42.07,282.14,2.0000000000000000,f
111000,fc3078fa5d882e59237a658341f57738,2,72864,23319,427,1913,processing,99.00,42.07,282.14,2.0000000000000000,f
111001,fc31a63e2f4e1c8cab6b97ec8eee6f84,1,41147,13553,578,6618,delivered,74.90,14.27,89.17,5.0000000000000000,f
111002,fc32248629afaea92d59f7086de552d3,1,58788,19440,690,4048,processing,49.90,8.72,175.86,1.00000000000000000000,f
111003,fc32248629afaea92d59f7086de552d3,2,58788,19440,690,4048,processing,49.90,8.72,175.86,1.00000000000000000000,f
111004,fc32248629afaea92d59f7086de552d3,3,58788,19440,690,4048,processing,49.90,8.72,175.86,1.00000000000000000000,f
111005,fc325d6bae67acedec72848583cc6d27,1,75710,627,930,6654,delivered,49.99,15.42,130.82,5.0000000000000000,f
111006,fc325d6bae67acedec72848583cc6d27,2,75710,627,930,6654,delivered,49.99,15.42,130.82,5.0000000000000000,f
111007,fc3443668654977029c4cc2ead0cc0b9,1,64358,13838,763,4867,delivered,279.90,21.45,301.35,5.0000000000000000,f
111008,fc34a24a0463d8668b0c6e270eb71358,1,92298,27041,621,16975,delivered,79.90,15.31,95.21,5.0000000000000000,f
111009,fc34e19a094e163bae6bb03c793150bf,1,88961,22151,735,12978,delivered,18.90,42.38,61.28,4.0000000000000000,f
111010,fc355d449ceaea8f858ef33c4eba83fa,1,64443,9989,638,3844,delivered,56.99,12.74,69.73,3.0000000000000000,f
111011,fc373604aed2464ded6a10235309ed93,1,60480,19972,712,6194,delivered,32.00,11.85,87.70,1.00000000000000000000,f
111012,fc373604aed2464ded6a10235309ed93,2,60480,19972,712,6194,delivered,32.00,11.85,87.70,1.00000000000000000000,f
111013,fc37fc97974eb26b3d77d89d6c9c5f6a,1,40477,13741,606,8767,delivered,24.80,12.48,37.28,5.0000000000000000,f
111014,fc3830b4f000e216dc581df9a0e873e2,1,54564,20344,786,16097,delivered,56.99,15.15,72.14,1.00000000000000000000,f
111015,fc395bfc7bc0ca54d0fa3e4cc90d055f,1,76727,17515,842,16979,delivered,50.00,19.32,69.32,1.00000000000000000000,f
111016,fc397591bee787fb156a971904c4b51f,1,42490,31691,622,15870,delivered,39.90,25.63,65.53,5.0000000000000000,f
111017,fc39eb893101639217a80a552d1c16f3,1,45942,8685,742,8811,delivered,58.90,25.25,84.15,1.00000000000000000000,f
111018,fc3a5c0d14700eed8dbbab76943574d6,1,81498,28886,824,18655,delivered,34.90,19.32,54.22,5.0000000000000000,f
111019,fc3aa05d6850a6420531377b15473f98,1,32697,23314,606,1839,delivered,219.99,8.79,228.78,5.0000000000000000,f
111020,fc3c882665c98c9b737a7b1b3aa6c553,1,46992,8942,838,2379,canceled,28.90,8.88,37.78,1.00000000000000000000,t
111021,fc3d163a85c692895711a3f290987152,1,17601,3762,597,8591,delivered,26.68,15.10,41.78,4.0000000000000000,f
111022,fc3d33c41b8d6238db849297f3e51555,1,8442,15971,502,4434,delivered,104.00,13.75,235.50,5.0000000000000000,f
111023,fc3d33c41b8d6238db849297f3e51555,2,8442,15971,502,4434,delivered,104.00,13.75,235.50,5.0000000000000000,f
111024,fc3d87913825143fa41c48e40267c47a,1,11384,3565,762,2962,delivered,135.00,13.97,148.97,3.5000000000000000,f
111025,fc3de87b923f14c3605e6a0fb08882b1,1,57887,31750,675,1457,delivered,68.00,25.76,93.76,2.0000000000000000,f
111026,fc3e5cddf41dc7757252c2fc0a6c947b,1,78074,20562,428,6268,delivered,99.90,15.81,115.71,5.0000000000000000,f
111027,fc3eb1dcbbc011d4693b4efc280fc462,1,35329,31103,639,6567,delivered,29.99,15.79,45.78,4.0000000000000000,f
111028,fc3fc4034dbe87b09fd9059966cb9b28,1,21517,18611,685,18109,delivered,99.90,15.46,115.36,5.0000000000000000,f
111029,fc3ff005fe8350241fc153d6828070c4,1,89082,15846,905,7153,delivered,103.90,17.66,121.56,5.0000000000000000,f
111030,fc42360e860cbdb1b3200acac82cd5ca,1,45957,23281,756,8432,delivered,269.99,29.25,299.24,1.00000000000000000000,f
111031,fc42f37778b223b55f8ccbd5f274b9aa,1,43708,7283,682,5474,delivered,29.00,11.85,81.70,5.0000000000000000,f
111032,fc42f37778b223b55f8ccbd5f274b9aa,2,43708,7283,682,5474,delivered,29.00,11.85,81.70,5.0000000000000000,f
111033,fc447b97d47426eaf8ec60d936f96ca9,1,69627,4922,777,6672,delivered,1149.65,16.79,1166.44,4.0000000000000000,f
111034,fc44a585a233aa97fd6b95f25e97cc7b,1,39110,10910,962,3733,delivered,48.00,7.60,55.60,4.0000000000000000,f
111035,fc44d27a4439d26e8ead6e656c28cbd2,1,24055,27540,825,13625,delivered,79.90,19.25,99.15,,f
111036,fc44e7440e7fc16100498d1cc7d9c550,1,87431,8998,896,14791,delivered,399.00,144.29,543.29,5.0000000000000000,f
111037,fc44f1ca335ffb4a85d6b111dda4b531,1,60690,3041,605,5099,delivered,460.70,17.97,478.67,5.0000000000000000,f
111038,fc45ae3c705f48a41cad9bf6aecfdd0c,1,43433,15463,754,6479,delivered,142.00,79.16,221.16,5.0000000000000000,f
111039,fc47141e198b2f83882cef0cbbea6886,1,42224,4823,881,4065,delivered,14.99,7.39,22.38,5.0000000000000000,f
111040,fc473b8de8c0167920c1a693670d4c41,1,40032,19360,809,15978,delivered,142.00,97.32,239.32,3.0000000000000000,f
111041,fc4751be4b35a7060fa53d194f767583,1,42602,17233,770,6515,delivered,24.90,17.63,42.53,5.0000000000000000,f
111042,fc4867a61bde1254dbbf346ce5f30d22,1,18510,10149,856,1126,delivered,57.00,11.15,68.15,4.0000000000000000,f
111043,fc49594233f3f2be65bbb04bb82140b6,1,44350,25708,615,7001,delivered,49.00,16.11,65.11,5.0000000000000000,f
111044,fc4b2a0590430c3cef1c11dc737e4517,1,55543,8614,635,3199,delivered,59.90,13.44,73.34,3.0000000000000000,f
111045,fc4b86d2c7c84e7b54c253f91b29b404,1,19585,25051,694,231,delivered,79.00,16.18,95.18,5.0000000000000000,f
111046,fc4bcada7517f413ad3d38e7404c9b3f,1,87965,1562,917,4148,delivered,153.75,8.82,162.57,5.0000000000000000,f
111047,fc4c7a86a9b56a2af04f2bb99cba3fe3,1,6009,14769,955,8095,delivered,209.90,40.68,250.58,5.0000000000000000,f
111048,fc4d2d157d4a89bc10a21af181e2a5a2,1,49528,16719,857,5302,delivered,35.90,12.79,48.69,5.0000000000000000,f
111049,fc4de496aefe84390ddbb5471ace9a8c,1,94229,19335,931,6839,delivered,89.50,22.56,224.12,5.0000000000000000,f
111050,fc4de496aefe84390ddbb5471ace9a8c,2,94229,19335,931,6839,delivered,89.50,22.56,224.12,5.0000000000000000,f
111051,fc4e3d907bbca064eee88088667f4e98,1,23350,29670,548,17621,delivered,199.99,18.65,218.64,5.0000000000000000,f
111052,fc4e4569c5ee84762423c8111fdea8c7,1,17763,7414,443,10604,delivered,717.71,26.95,744.66,1.00000000000000000000,f
111053,fc501e42339fe22bc9c45d38c3cbe4ce,1,69541,5664,588,3370,delivered,46.99,12.69,59.68,5.0000000000000000,f
111054,fc504e55e65297119164294412b4635a,1,6722,11395,930,8031,delivered,21.99,18.25,40.24,5.0000000000000000,f
111055,fc50f8edb8f9c1c84ad90e2af6e09ead,1,58568,2283,804,2999,delivered,39.90,16.32,56.22,5.0000000000000000,f
111056,fc50fee6054e9b82a376cae3bdc097f0,1,46933,7143,552,7611,delivered,21.90,15.10,37.00,4.0000000000000000,f
111057,fc512d4792550a29d6b7941c38ab612e,1,33847,24761,480,13301,delivered,209.00,25.95,234.95,5.0000000000000000,f
